lsuName,lsuLevel,lsuNameParent,lsuDescription,IsuFactPageUrl,lsuNpdidLithoStrat,lsuNpdidLithoStratParent
TAU FM,FORMATION,BOKNFJORD GP,"Tau Formation

 Name 
From a village within the Boknfjord area in Rogaland. The formation represents only the lowermost, radioactive part of the Børglum Member as defined by Deegan and Scull (1977). 
Well type section 
Norwegian well 9/4-3 (Conoco) from 2400 m to 2437 m, coord N 57°36'54.5"", E 04°18'57.7"" (Fig 3.36). 
Well reference section 
Norwegian well 8/1-1 (Phillips) from 2551 m to 2606 m, coord N 57°51'43.53'', E 03°12'27.64"" (Fig 3.37). 
Thickness 
37 m in the type well and 55 m in the reference well. 
Lithology 
The Tau Formation consists of dark grey to black, pyritic, fissile, organic-rich slightly to non-calcareous shales. 
Boundaries 
This formation is highly radioactive and the boundaries are characterized by prominent log breaks. The underlying Egersund Formation is less radioactive and has a lower interval transit time than the Tau Formation. The upper boundary may be more gradational but shows a marked increase in radioactivity compared to the overlying unit. 
Distribution 
The formation is confined to the central part of the type area of the Boknfjord Group, and grades laterally into the Børglum unit southwards and eastwards. 
Age 
Kimmeridgian to Early Volgian. 
Depositional environment 
The Tau Formation was deposited in an anaerobic marine environment with high organic productivity and restricted bottom water circulation. 
Source 
Vollset, J. and Doré, A. G. (eds.) 1984: A revised Triassic and Jurassic lithostratigraphic nomenclature for the Norwegian North Sea. NPD-Bulletin No. 3, 53 pp. ",https://factpages.sodir.no/factpages/default.aspx?nav1=strat&nav2=PageView|Litho|Formations&nav3=164,164,15
TEIST FM,FORMATION,HEGRE GP,"Teist Formation (informal)

 Name 
From the bird (English: black guillemot) of the same name. 
Well type section 
Norwegian well 33/12-5 (Mobil) from 3867 m to TD (4573 m), coord N 61°11'05.53"", E 01°51'53.34"" (Fig 3.2). 
Well reference section 
Norwegian well 33/5-1 (Norsk Hydro) from 3298 m to TD (3829 m), coord N 61°44'46.10'', E 01°34'47.40"" (Fig 3.3). 
Thickness 
The base of the formation has not been reached. Minimum thickness is 706 m in the type well and 531 m in the reference well. 
Lithology 
The Teist Formation consists of interbedded sandstone, claystone and marl. The sandstones are dominantly very fine to fine-grained, dark red brown and calcareous. In addition white and pink, medium to coarse sandstone is present in the upper levels of the succession. Red marl forms the main argillaceous lithology with green and dark grey claystone as subordinate constituents. In the type well ( 33/12-5) the formation is a gradual coarsening upward succession with an upward increase in sandstone/ shale ratio. To the north, in the reference well ( 33/5-1), fine-grained sandstone is the dominant lithology throughout most of the formation except for the lowermost 24 m which consist of a red marl. 
Boundaries 
The lower boundary has not been penetrated. The Teist Formation remains as an informal unit until a satisfactory base is defined. The upper boundary marks the base of the coarser-grained, cleaner and more massive sandstones of the Lomvi Formation. The Teist Formation is characterized by a more irregular gamma ray response with higher readings than the overlying Lomvi Formation. In the northern area, the boundary is also marked with a sonic log break. 
Distribution 
The Teist Formation has been recognized in all deep wells between the Brent Field and the southern edge of the Møre Basin. 
Age 
Probably early Triassic (?Scythian) in well 33/5-1 to late Triassic (Carnian) in well 33/12-5. 
Depositional environment 
The formation is probably of continental origin, and the sandstones may include both fluvial and eolian deposits. The finer-grained lithologies are assigned to overbank and lacustrine environments. 
Source 
Vollset, J. and Doré, A. G. (eds.) 1984: A revised Triassic and Jurassic lithostratigraphic nomenclature for the Norwegian North Sea. NPD-Bulletin No. 3, 53 pp. ",https://factpages.sodir.no/factpages/default.aspx?nav1=strat&nav2=PageView|Litho|Formations&nav3=166,166,61
TEMPELFJORDEN GP,GROUP,,"Tempelfjorden Group

 Name 
Cutbill & Challinor (1965) introduced the term Tempelfjorden Group for a suite of spiculites, spiculitic chert, silicified limestones and fine-grained siliciclastics of mid- to late Permian age. The type area is in the innermost part of Isfjorden in central Spitsbergen. The Tempelfjorden Group is a well-established lithostratigraphic unit; its overall facies development and depositional evolution have been described by Steel & Worsley (1984) and Ezaki et al. (1994). 
Offshore reference areas 
The southern Loppa High – Hammerfest Basin, the Bjarmeland Platform and the eastern Finnmark Platform illustrate the quite significant variations in the group’s development offshore (Fig 9.51). The group is thickly developed along the southern margins of the Loppa High where it has been penetrated by wells 7121/1-1 R and 7120/1-1 R2. The upper parts of the group were penetrated by 7120/9-2 (from 4956 m to TD at 5072.6 m, (Fig 9.52). in the central Hammerfest Basin, while thickest – but sedimentologically atypical - developments are seen in wells 7120/12-2 (4558-3657 m) and 7120/12-4 (2118-1366 m) on the basin’s southern margins (Fig 9.51). 
Thickness 
The group thickens from 509 m in well 7121/1-1 R and 591 m in well 7120/1-1 R2 on the southern Loppa High, to 752 m in well 7120/12-4 and 901 m in well 7120/12-2 along the southern margins of the Hammerfest Basin (Fig 9.51). This is appreciably thicker than the maximum of 460 m observed on land areas of Svalbard. Thinner developments are seen eastwards on the Bjarmeland Platform - 425 m in well 7124/3-1 and 226 m in well 7226/11-1 along the southern margins of the platform. On the eastern Finnmark Platform it forms a distinctive wedge-shaped unit thinning from approximately 180 m in well 7228/9-1 S (Fig 9.51), on the northern shelf margins to 135 m in wells 7128/4-1 and 7128/6-1 and to less than 30 m further updip in the subcrop areas demonstrated by IKU shallow cores.
The Tempelfjorden Group usually thins over local structural highs - exposures on Bjørnøya on the Stappen High show an extremely condensed (115 m thick) development of the group and highly condensed exposures on the margins of the Sørkapp-Hornsund High are only a few metres thick, thinning to zero over the crest of the structure (Hellem & Worsley 1978). It is not certain whether the group was initially deposited over the crest of the Loppa High, but the succession also thins and is then truncated upflank there, reflecting repeated uplift in the Permian to early Triassic; a roughly similar situation is seen in the inner parts of the Finnmark Platform, although thinning there reflects maximum onlap of the adjacent craton rather than active tectonism. 
Lithology 
The Tempelfjorden Group is characterised by dark to light grey spiculites, spiculitic cherts, silicified skeletal limestones and fine-grained siliciclastics including marls, calcareous claystones, shales and silt/sandstones in the offshore areas. In the southwestern Hammerfest Basin ( 7120/12-4 and 7120/12-2) the group contains a significant proportion of coarse siliciclastics. Elsewhere in the Norwegian Barents Sea, spiculites and silicified skeletal carbonates dominate. The carbonates contain a fauna dominated by brachiopods, sponges, bryozoans and crinoids. The condensed development of the Miseryfjellet Formation on the Stappen High contains herringbone cross-bedded sandstones and highly condensed silicified skeletal limestones. 
Lateral extent and variation 
The group is thickest in the western part of the study area. It forms distinctive wedge-shaped units with maximum thickness in the basins. On the eastern Finnmark Platform, the lower part of the group onlaps the inner Finnmark Platform and subcrops the Quaternary further updip. Lithologies are uniform in the eastern part of the study area and are dominated by chert and chert-rich limestone, while coarse siliciclastic domination in the southern Hammerfest Basin suggests emergent local provenance areas. Sediments assigned to the Tempelfjorden Group generally overlie the Bjarmeland Group (except in wells 7120/12-2 and 7120/12-4 where they directly overlie the Gipsdalen Group). There is a sharp contact between Artinskian light grey, skeletal limestones below and the overlying dark-grey to black, silicified and spiculitic fine-grained deposits. The boundary represents a major drowning event in the Barents Sea region, and an ongoing change towards cooler climatic conditions (Stemmerik 1997). 
Age 
The Tempelfjorden Group is dated as late Artinskian to ?Tatarian in the onshore areas (Nakrem 1991; Mangerud 1994). Palynological data from cores 7128/12-U-01 and 7129/10-U-01 indicate a ?Kungurian to Kazanian (-?Tatarian) age for the group updip onthe Finnmark Platform (Mangerud 1994; Bugge et al. 1995). Palynomorphs from exploration wells indicate a general mid- to late Permian age for the group without permitting a more detailed internal zonation. 
Depositional environments 
The Tempelfjorden Group represents deposition in cool-water, temperate shelf and basinal environments. The majority of the group was deposited in distal marine, low-energy (below wave base), moderate to deep shelf to basinal environments characterised by a rich siliceous sponge fauna. The group was deposited during an overall transgression accompanied by retrogradation of the coastline. The main accumulations of spiculites appear to be related to transgressive periods when favourable environmental conditions for sponges prevailed over most of the shelf. Cool-water, bryozoan carbonates formed along the margins and formed low-relief platforms during sea level highstand. Wells in the southernmost Hammerfest Basin are characterised by significant coarse siliciclastic influx from the nearby Baltic Shield. 
Formations assigned to the group 
Two new formations are assigned to the Tempelfjorden Group herein: their names are selected from fish common to the Barents Sea. The generally underlying Røye Formation is characterised by generally fine-grained highly silicified mudstones and limestones, while the generally overlying Ørret Formation comprises mudstones and some coarser siliciclastics, all of which show much less silicification than the sediments of the Røye Formation. Some wells, especially on the southern margins of the Loppa High or the Hammerfest Basin’s southern margins are interpreted to display either only Røye Formation ( 7121/1-1 R) or intercalations of both units ( 7120/1-1 R2, 7120/12-2 & 7120/12-4, (Fig 9.51). 
Source 
Larssen, G. B., Elvebakk, G., Henriksen, L. B., Kristensen, S. E., Nilsson, I., Samuelsberg, T. J., Svånå, T. A., Stemmerik, L. and Worsley, D. 2002: Upper Palaeozoic lithostratigraphy of the Southern Norwegian Barents Sea. NPD-Bulletin No. 9, 69 pp. ",https://factpages.sodir.no/factpages/default.aspx?nav1=strat&nav2=PageView|Litho|Groups&nav3=167,167,
TETTEGRAS FM,FORMATION,BILLEFJORDEN GP,"Tettegras Formation

 Name 
From the Norwegian name for the plant Butterwort (Pinguícula vulgáris). 
Definition 
The type section is defined as the interval from 2358 m to 2202 m in well 7128/6-1 (Fig 9.9). Table 9.1) and corresponds to the “Viséan coaly/shaly unit” of Ehrenberg et al. (1998a) in this well. One core, 27.4 m long, exists from the upper part of the formation (Fig 9.16). The transition from the Soldogg Formation into the basal beds of the Tettegras Formation is defined by higher GR readings and overall a more rapidly changing GR curve, reflecting the transition from sandstones with rare siltstone and coal beds into rhythmically deposited sandstones, siltstones, claystones and coal. 
Reference sections 
Reference sections are defined as the intervals from 2350.5 m to 2058 m in well 7128/4-1 (in contrast to Ehrenberg et al. 1998a who appear to also include our overlying Blærerot Formation in their “Viséan coaly/shaly unit” in this well), from 479.2 m to 348 m in IKU core 7127/10-U-02 and 417.0 m to 338.9 m in 7127/10-U-03 (for locations see Table 9.1). The IKU cores penetrated neither top nor bottom of the Tettegras Formation, but seismic correlation suggests that the two cored intervals are separated by an approximately 175 m thick uncored succession (see Bugge et al. 1995, (Fig 9.7). 
Thickness 
The formation is 156 m thick in the type well and 292.5 m in well 7128/4-1, thickening to 650-700 m in a half-graben where the two IKU wells (7027/10-U-02 and –03) drilled about 210 m of the unit. This thickness is atypical, and reflects onset of active rifting and deposition of thick sequences in active half-grabens, with thinning and even erosion of adjacent highs. This is most marked close to the major fault that separated the area of deposition from southern provenance areas near or on the Baltic Shield. 
Lithology 
The formation is dominated by alternating beds of fine-grained sandstone, siltstone, claystone and coal. The sediments are generally stacked to form less than 5 m thick fining upward units of supposed delta-plain or coastal flood-plain origin, separated by thicker units of fluvial sandstone and siltstone. Well logs suggest that the cored intervals are representative of the entire unit in this area. 
Lateral extent and variation 
The Tettegras Formation is only known from the type and reference wells on the eastern Finnmark Platform. Seismic mapping indicates thickness variations from zero over the crest of structural highs to more than 650 m in the half-graben areas, reflecting infill of half-graben topography related to the initial phase of mid-Carboniferous rifting. The formation becomes difficult to identify seismically both toward the east and the west on the Finnmark Platform, and northwards toward the margins of the Nordkapp Basin. It thins toward the south and southeast, and is missing at core site 7029/03-U-01 in the southeastern part of the platform, probably as a result of erosional truncation. 
Age 
In the type well (7128/6-1) the interval below 2251 m is assigned to the Viséan TC-NM Miospore zones of Clayton et al. (1977) whereas the upper part is dated as belonging to the VF Miospore Zone (Simon-Robertson 1992). Similar ages are reported from well 7128/4-1 (Geochem Group, 1994), whereas the formation is dated as belonging entirely to the TC-NM Miospore zones in the IKU cores 7027/10-U-02 and –03 (Bugge et al. 1995). 
Depositional environments 
The rhythmic occurrence of coal-topped fining-upward cycles is taken as evidence for deposition on a vast flood plain or a delta plain (Bugge et al. 1995; Ehrenberg et al. 1998a). High amplitude seismic reflectors typical for this coal-bearing unit are observed on seismic data throughout the eastern Finnmark Platform. Although it has not yet been possible to map the detailed transition from fluvial to marine deposits or the position of the possible delta front suggested by Bugge et al. (1995, (Fig 9.8). Ehrenberg et al. (1998a) note that about 25 km north of the wells studied, seismic data show a strong northward progradational pattern, suggesting transition into a prograding coastline. 
Correlation 
A general assignation to the Billefjorden Group of Spitsbergen can be made, although no correlation at the formation level seems appropriate. 
Source 
Larssen, G. B., Elvebakk, G., Henriksen, L. B., Kristensen, S. E., Nilsson, I., Samuelsberg, T. J., Svånå, T. A., Stemmerik, L. and Worsley, D. 2002: Upper Palaeozoic lithostratigraphy of the Southern Norwegian Barents Sea. NPD-Bulletin No. 9, 69 pp. ",https://factpages.sodir.no/factpages/default.aspx?nav1=strat&nav2=PageView|Litho|Formations&nav3=168,168,11
TILJE FM,FORMATION,BÅT GP,"Tilje Formation

 Name 
The Norwegian word for a boat's decking. This unit corresponds to the upper part of the informal Aldra Formation (H1-2). 
Well type section 
6507/11-1 (Saga Petroleum), coordinates 65°04'43.82""N, 07°29'23.33""E, from 2596 m to 2498 m, (Fig 4.9). Five cores (33 m recovery) were taken through the upper part of the formation. 
Well reference section 
6609/10-1 (Saga Petroleum), coordinates 66°14' 42.27""N, 09°14'59.50""E, from 1733 m to 1642 m (Fig 4.10). One core (11.5 m recovery) was taken uppermost in the unit. 
Thickness 
98 m in the type well, 91 m in the reference well. 
Lithology 
Very fine to coarse-grained sandstones are interbedded with shales and siltstones. The sandstones are commonly moderately sorted with a high clay content and most beds are bioturbated. Shale clasts and coaly plant remains are common. Pure shale beds are rare; most of the finer grained interbeds are silty or sandy. 
Basal Stratotype 
The base of the Tilje Formation is defined at the top of a mudstone interval recognized in most wells on Haltenbanken. The overlying sequence shows a markedly higher sand content and a greater average thickness of individual sandstone bodies. The gamma ray log shows a shift to generally lower values and a slightly more blocky pattern over the boundary.
The mudstone interval is most pronounced on the Halten Terrace, but is often difficult to pick further east on the Trøndelag Platform. Coal beds are here developed at higher stratigraphic levels than on Halten Terrace, and the top of the highest coal bed is recommended as the formational boundary.
In the reference well from Trænabanken the formational base is taken at an upward shift in the gamma ray log from relatively irregular, high amplitude variations to more uniform, low amplitude and generally lower readings. Limestone interbeds are common below the boundary and much less frequent above in this area. 
Lateral extent and variation 
The formation is present both on Haltenbanken and Trænabanken, although it is locally absent on the Nordland Ridge due to erosion. The formation is uniformly developed throughout the Halten Terrace where it is from 100 m to 150 m thick, but it thins northeastwards to less than 100 m on the Trøndelag Platform. Shallow drilling close to the coast (Bugge et al. 1984) indicates time equivalent deposits dominated by coarse-grained clastics. 
Age 
Sinemurian to Pliensbachian. 
Depositional environment 
Nearshore marine to intertidal environments are typical of the formation. Subcrops near the coast (Bugge et al. 1984) indicate a gradual transition to continental environments eastwards. 
Correlation 
The Tilje Formation is comparable in age and lithology to the Neill Klinter Formation of East Greenland and to the lower part of the Stø Formation in the Hammerfest Basin. 
Source 
Dalland, A., Worsley, D. and Ofstad, K. (eds.) 1988: A lithostratigraphic scheme for the Mesozoic and Cenozoic succession offshore mid- and northern Norway. NPD-Bulletin No. 4, 65 pp. ",https://factpages.sodir.no/factpages/default.aspx?nav1=strat&nav2=PageView|Litho|Formations&nav3=169,169,22
TOFTE FM,FORMATION,BÅT GP,"Tofte Formation

 Name 
Norwegian word for thwart. The unit has informally been called the Leka sandstone (within H1-3). 
Well type section 
6506/12-1 (Statoil), coordinates 65°10'07.58""N, 06°43'44.07""E, from 4229 m to 4164 m (Fig 4.11). Three cores (41 m recovery), including the base and middle part of the unit. 
Well reference section 
6407/4-1 (Statoil), coordinates 64°35'45.36""N, 07°08'42.17""E, from 4208.5 m to 4150 m (Fig 4.12). Approximately 40 m of the section belong to the Tofte Formation, the rest comprises fine-grained deposits of the interfingering Ror Formation. 
Thickness 
65 m in the type well, approximately 40 m in the reference well. The formation thins rapidly eastwards across the Halten Terrace. 
Lithology 
The Tofte Formation consists of moderately to poorly sorted coarse-grained sandstones which often show large-scale cross bedding. In the type section the quartz content is generally higher than 90%, although the sediment is texturally immature. Bioturbation occurs throughout the cored intervals, especially in zones of very poor sorting and high clay content. 
Basal Stratotype 
In the type well the lower boundary of the Tofte Formation occurs at the base of an upwards coarsening sequence. Fine-grained heavily bioturbated sandstones rest on medium-grained sandstones of the Tilje Formation and the gamma ray log shows a marked increase. In wells further to the south and east the Tofte Formation overlies mudstones and shales of the Ror Formation. The transition is there associated with a marked decrease in gamma ray response. 
Lateral extent and variation 
The Tofte Formation is only recognized on the western part of Halten Terrace, where it consists of a continuous succession of coarse-grained sandstones. The sandstones wedge out eastwards and interfinger with the Ror Formation. Reference well 6407/4-1 (Fig 4.12), shows a relatively distal development of the formation where lateral interfingering occurs. 
Age 
Pliensbachian to Toarcian. 
Depositional environment 
The sandstones were deposited by eastwards prograding fan deltas which reflect tectonic uplift to the west. 
Correlation 
No known time-equivalent lithostratigraphic units in surrounding areas are similar to the Tofte Formation. 
Source 
Dalland, A., Worsley, D. and Ofstad, K. (eds.) 1988: A lithostratigraphic scheme for the Mesozoic and Cenozoic succession offshore mid- and northern Norway. NPD-Bulletin No. 4, 65 pp. ",https://factpages.sodir.no/factpages/default.aspx?nav1=strat&nav2=PageView|Litho|Formations&nav3=170,170,22
TOR FM,FORMATION,SHETLAND GP,"Tor Formation

 Name 
Named by Deegan & Scull (1977) from the Tor Field in Norwegian blocks 2/4 and 2/5. Tor was a son of Odin, and one of the principal gods of Norse mythology. 
Well type section 
Norwegian well 1/3-1 from 3828 m to 3354 m, coordinates N 56°51'21.00"", E 02°51'05.00"" (Fig 5.24). No cores. 
Well reference sections 
UK well 22/1-2A from 3245 m to 2982.5 m, coordinates N 57°56'12.20"", E 01°12'55.80"" (Fig 5.25). No cores.
UK well 29/25-1 from 2212 m to 1869 m, coordinates N 56°18'10.00"", E 01°51'48.80"" (Fig 5.26). No cores.
Norwegian well 1/9-1 from 3312 m to 3104 m, coordinates N 56°24'05.07"", E 02°54'06.49"" (Fig 5.29). Cored through the formation. 
Thickness 
The formation is 474 m thick in the type well, 262.5 m in 22/1-2A, 143 m in 29/25-1 and 208 m in 1/9-1. In the Norwegian sector, seismic interpretation indicates that the thickness of the formation may exceed 600 m in the northwestern part of the Central Trough. 
Lithology 
In the type well the formation consists of white to light grey, tan to pink, hard, chalky limestones. The formation is generally homogenous, or consists of alternating white, grey or beige, moderately hard to very hard, rarely soft, mudstones or wackestones, rarely packstones, chalks, chalky limestones or limestones. Occasional fine layers of soft grey-green or brown marl occur and also rare stringers of grey to green calcareous shales. 
Basal stratotype 1) 
The lower boundary is generally marked by an upward change to a more constant lower level of gamma-ray response, and also by higher velocity (Fig 5.24). 
Characteristics of the upper boundary 
The upper boundary is marked by the end of the more constant low gamma-ray response with a return to a higher and more irregular gamma ray and a lower velocity in the overlying Ekofisk Formation (Fig 5.24). The upper boundary represents an unconformity with a submarine hardground along the Lindesnes Ridge, and a change of deposition to clay-rich chalks or minor shales (Fig 5.28). 
Distribution 
The formation is present throughout the central North Sea (Fig 5.32ab). In the Norwegian sector it is very thin or absent on the Lindesnes Ridge and the Utsira High. 
Age 
Late Campanian to Maastrichtian. 
Depositional environment 
Open marine with deposition of calcareous debris flows, turbidites and autochthonous periodites. 
Remarks 
In general the formation shows an upward increase in the intensity and thickness of allochthonous beds. 16 major correlative allochthonous units are recognised within the Central Trough area (Hatton 1986). The sequence of single or stacked mass flows with autochthonous periodite facies enables three separate members to be distinguished (d'Heur 1984, Hatton 1986, (Fig 5.24 , 5.29 , 5.30 , 5.31). The semi-regional distribution pattern of the allochthonous units shows that this subdivision is not valid throughout the area of the chalk facies. 
Lower member of the Tor Formation 
The sequence is dominated by autochthonous periodite deposits interrupted by single or stacked minor debris flows. The sequence is present in Norwegian wells 2/5-1 from 3475 m to 3235 m, 1/3-1 from 3828 m to 3447 m and 2/4-5 from TD to 3283 m. 
Middle member of the Tor Formation 
This unit shows a marked increase in slumps, slides, and stacked and single debris flows relative to intervening minor autochthonous beds. The unit is present in Norwegian wells 2/5-1 from 3235 m to 3192 m, 1/3-1 from 3447 m to 3411 m, 2/4-5 from 3283 m to 3237 m and 1/9-1 from 3168 m to 3137m. 
Upper member of the Tor Formation 
This unit generally consists of high porosity, homogenous chalks which represent stacked sequences of, often slumped, debris flows. The unit is present in Norwegian wells 2/5-1 from 3192 m to 3132 m, 2/4-5 from 3237 m to 3164m and 1/3-1 from 3411 m to 3354m. 
Source 
Isaksen, D. and Tonstad, K. (eds.) 1989: A revised Cretaceous and Tertiary lithostratigraphic nomenclature for the Norwegian North Sea. NPD-Bulletin No. 5, 59 pp. 
Footnotes 
1) The boundary definition of the Tor Formation has been revised by Fritsen and Riis (unpublished). 
References 
Fritsen, A. and Riis, F. (unpublished): A revised chalk lithostratigraphic nomenclature. ",https://factpages.sodir.no/factpages/default.aspx?nav1=strat&nav2=PageView|Litho|Formations&nav3=171,171,143
TORSK FM,FORMATION,SOTBAKKEN GP,"Torsk Formation

 Name 
From the fish species Gadus morhua (cod). 
Well type section 
Well 7119/12-1 (Statoil), coordinates 71°06'08.00""N, 19°47'40.29""E, from 810 m to 465 m (Fig 4.57). 
Well reference section 
Well 7120/12-1 (Norsk Hydro), coordinates 71°06'48.7""N, 20°45'20.1""E, from 725 m to 462 m (Fig 4.55). 
Thickness 
345 m in the type well, 263 m in the reference well. 
Lithology 
Light to medium grey or greenish-grey generally non-calcareous claystones dominate in the type well. Rare siltstone/limestone stringers occur throughout the section, and tuffaceous horizons are often seen in the lower parts of the unit. 
Basal Stratotype 
The base is defined by a sharp increase in interval transit time and decrease in density readings. 
Lateral extent and variation 
The formation is recognized throughout Tromsøflaket with little lithological variation. 
Age 
Late Paleocene to Oligocene. 
Depositional environment 
Open to deep marine shelf with no significant coarse clastic supply. 
Source 
Dalland, A., Worsley, D. and Ofstad, K. (eds.) 1988: A lithostratigraphic scheme for the Mesozoic and Cenozoic succession offshore mid- and northern Norway. NPD-Bulletin No. 4, 65 pp. ",https://factpages.sodir.no/factpages/default.aspx?nav1=strat&nav2=PageView|Litho|Formations&nav3=172,172,154
TRYGGVASON FM,FORMATION,SHETLAND GP,"Tryggvason Formation

 Name 
Named after Olav Trygvason, a Norwegian king (A.D. 995-1000). 
Well type section 
Norwegian well 25/1-1 from 3790 m to 3582 m, coordinates N 59°53'17.40"", E 02°04'42.70"" (Fig 5.33). No cores. 
Well reference sections 
Norwegian well 35/3-2 from 3190 m to 2864 m, coordinates N 61°51'05.98"", E 03°46'28.22"" (Fig 5.34). No cores. Norwegian well 24/9-1 from 3783 m to 3638 m, coordinates N 59°16'09.48"", E 01°47'31.18"" (Fig 5.35). No cores. Norwegian well 30/11-3 from 3207 m to 3162 m, coordinates N 60°02'38.59"", E 02°32'15.47"" (Fig 5.36). No cores. 
Thickness 
In the Viking Graben, the formation is 208 m thick in the type well (25/1-1), 326 m in well 35/3-2 and 145 m in well 24/9-1. It is 45 m thick in well 30/11-3 on the western margin of the Horda Platform. 
Lithology 
The Tryggvason Formation consists generally of mudstones with interbedded limestones. Interbedded sandstones are common in the Agat area. The content of limestones relative to mudstones is generally lower in the northern part of the Viking Graben (from blocks 30/2 and 30/3 northwards) than in the southern part. At the transition between the Viking Graben and the Horda Platform (e.g. block 30/11, (Fig 5.36), the formation consists of limestone. The mudstones are light to dark grey, often calcareous, occasionally micaceous, glauconitic and pyritic. The limestones are white to light grey or brownish grey and argillaceous. The sandstones are clear to light grey, very fine to fine grained and cemented by calcite. 
Basal stratotype 
The lower boundary is defined by a decrease in gamma-ray intensity and an increase in velocity from the Blodøks Formation into the Tryggvason Formation (Fig 5.33 ,5.34) . This is due to the difference in carbonate content. 
Characteristics of the upper boundary 
The upper boundary shows an increase in gamma-ray intensity and a decrease in velocity from the Tryggvason Formation upwards into the Kyrre Formation (Fig 5.33). This log change is due to the lower carbonate content of the Kyrre Formation. 
Distribution 
The formation is present in the Viking Graben and northern Tampen Spur area towards the Marulk Basin. 
Age 
Early to Mid Turonian. 
Depositional environment 
Open marine. 
Remarks 
The Tryggvason Formation is time-equivalent with the Herring Formation and the lower part of the Hod Formation in the central North Sea, and also with the informal “formation C” of Deegan & Scull (1977) (Fig 5.6). 
Source 
Isaksen, D. and Tonstad, K. (eds.) 1989: A revised Cretaceous and Tertiary lithostratigraphic nomenclature for the Norwegian North Sea. NPD-Bulletin No. 5, 59 pp. ",https://factpages.sodir.no/factpages/default.aspx?nav1=strat&nav2=PageView|Litho|Formations&nav3=173,173,143
TUBÅEN FM,FORMATION,REALGRUNNEN SUBGP,"Tubåen Formation

 Name 
From a fishing bank off the northern point of Sørøy (Finnmark). The present formational concept corresponds to T2-3 or the Dyrøy Formation of earlier informal usage. 
Well type section 
Well 7121/5-1 (Statoil), coordinates 71°35'54.88""N, 21°24'21.78""E from 2572 to 2507m. The entire upper part of the formation (from 2542 m) is cored in this well (Fig 4.46). 
Well reference section 
Well 7120/12-1 (Norsk Hydro), coordinates 71°06'48.7""N, 20°45'20.1""E, from 2337 to 2250 m (Fig 4.47). 
Thickness 
The formation is relatively thin in its type and reference well's (65 m and 87 m respectively). 
Lithology 
The formation is dominated by sandstones with subordinate shales and minor coals. Coals are most abundant near southeastern basinal margins, and die out to the northwest. The formation generally has a tripartite development, with a lower and upper sand-rich unit separated by a more shaly interval. Shale content increases towards the northwest where the Tubåen Formation may intercalate with a lateral shale equivalent. 
Definition 
The base is taken on gamma ray logs at the first significant sand with blocky to bell-shaped response patterns above the more irregular high responses of the underlying unit. There is also a marked change in the separation pattern between the neutron porosity and bulk density logs. 
Lateral extent and variation 
Greatest thicknesses, in the order of 150 m, are seen in the Askeladden area (blocks 7120/7 and 8), and isopachs appear to follow a WSW-ENE trend. The formation is expected to have a distribution subparallel to the Troms-Finnmark Fault Complex. It appears to shale out towards the northwest. 
Age 
The formation base is of late Rhaetian to early Hettangian age; the unit may locally extend upwards into the Sinemurian. 
Depositional environment 
The unit's sands are thought to represent a stacked series of high energy marginal marine (tidal inlet dominated barrier complex and/or estuarine) deposits. Marine shales reflect more distal environments to the northwest, while coals and shales to the south-east were deposited in protected back-barrier lagoonal environments. 
Source 
Dalland, A., Worsley, D. and Ofstad, K. (eds.) 1988: A lithostratigraphic scheme for the Mesozoic and Cenozoic succession offshore mid- and northern Norway. NPD-Bulletin No. 4, 65 pp. ",https://factpages.sodir.no/factpages/default.aspx?nav1=strat&nav2=PageView|Litho|Formations&nav3=174,174,128
